id,domain,task_difficulty,time_to_reward_days,past_failure_loops,self_efficacy_score,emotional_valence,social_pressure,task_clarity,time_available_hrs,distraction_level,perfectionism_score,reward_proximity,failure_weight,clarity_gap,delay_score,delay_label,primary_delay_cause,nudge_recommendation,acted
3045,Finance,3.93,123.8,6,5.11,-3.61,0.54,3.18,3.87,5.26,1.52,0.008,2.934,6.82,44.75,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3046,Finance,7.52,41.6,0,9.0,-1.44,7.48,8.58,4.19,4.93,5.39,0.0235,0.0,1.42,4.25,Low,Overwhelm / Complexity,Break into 3 micro-tasks. Focus only on Step 1.,1
3047,Finance,6.21,116.9,1,7.95,4.71,0.83,5.7,5.13,5.08,7.19,0.0085,0.205,4.3,22.02,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3048,Studying,8.29,354.7,5,8.19,-3.12,8.03,7.84,5.53,1.15,8.79,0.0028,0.905,2.16,54.31,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3049,Career Choice,5.77,268.1,11,3.88,-4.18,8.71,3.98,4.95,9.07,6.24,0.0037,6.732,6.02,88.13,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3050,Studying,2.31,40.0,8,3.04,-3.52,1.77,7.15,2.62,5.75,4.01,0.0244,5.568,2.85,40.09,Medium,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
3051,Creative Project,3.98,40.7,0,2.28,-4.65,0.69,7.97,5.46,3.91,3.74,0.024,0.0,2.03,34.66,Medium,Emotional Avoidance,"Name the emotion. Do a 5-minute exposure, then re-evaluate.",1
3052,Health Checkup,1.29,115.7,0,6.46,-3.1,3.91,4.29,1.67,9.82,2.83,0.0086,0.0,5.71,18.9,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3053,Studying,1.06,176.2,12,4.31,-1.97,4.65,8.83,0.27,8.38,9.1,0.0056,6.828,1.17,65.88,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3054,Fitness,4.65,361.7,3,5.06,-0.51,6.4,2.32,4.77,1.1,9.7,0.0028,1.482,7.68,58.96,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3055,Career Choice,4.97,41.1,2,4.07,2.0,6.22,5.97,4.16,8.24,8.76,0.0238,1.186,4.03,38.12,Medium,Overwhelm / Complexity,Break into 3 micro-tasks. Focus only on Step 1.,1
3056,Creative Project,8.38,272.0,1,5.04,3.41,5.39,4.43,0.87,4.41,5.0,0.0037,0.496,5.57,49.32,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3057,Fitness,4.19,34.9,11,3.13,1.89,5.63,1.27,4.28,9.83,7.17,0.0279,7.557,8.73,76.47,High,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
3058,Creative Project,4.27,301.3,1,7.97,1.07,5.48,3.23,3.99,5.39,2.91,0.0033,0.203,6.77,31.48,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3059,Finance,3.59,182.6,8,6.42,3.17,7.23,1.39,2.26,7.46,6.67,0.0054,2.864,8.61,54.34,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3060,Career Choice,8.45,357.4,5,6.14,4.31,3.69,1.19,3.11,9.46,4.44,0.0028,1.93,8.81,83.25,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3061,Career Choice,1.06,95.6,2,8.82,-0.31,8.81,3.88,1.1,9.48,2.64,0.0104,0.236,6.12,14.59,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3062,Fitness,6.23,298.9,6,1.23,-3.71,9.32,6.68,2.45,7.66,9.64,0.0033,5.262,3.32,81.59,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3063,Fitness,6.05,187.3,0,7.66,-4.74,6.06,9.45,1.52,8.55,6.29,0.0053,0.0,0.55,33.79,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3064,Fitness,6.31,308.3,0,8.33,-4.33,4.67,1.44,1.38,2.22,7.21,0.0032,0.0,8.56,59.04,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3065,Creative Project,2.51,9.3,12,7.01,1.9,4.62,8.41,5.14,8.06,1.76,0.0971,3.588,1.59,27.91,Low,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
3066,Creative Project,6.3,49.4,6,5.56,3.81,1.01,6.07,2.7,6.9,7.62,0.0198,2.664,3.93,58.02,Medium,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
3067,Finance,3.75,10.8,7,5.05,1.36,9.62,4.26,4.25,6.07,2.01,0.0847,3.465,5.74,24.19,Low,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
3068,Health Checkup,8.36,54.9,5,8.79,4.02,1.2,2.84,2.56,8.7,7.56,0.0179,0.605,7.16,54.63,Medium,Overwhelm / Complexity,Break into 3 micro-tasks. Focus only on Step 1.,1
3069,Health Checkup,9.4,242.1,12,3.54,0.31,6.7,2.57,0.51,5.46,1.95,0.0041,7.752,7.43,80.92,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3070,Finance,7.72,321.0,11,5.72,1.39,1.89,5.87,3.42,7.58,5.41,0.0031,4.708,4.13,88.86,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3071,Finance,3.36,164.3,4,5.49,1.07,3.74,9.86,5.59,7.0,9.51,0.006,1.804,0.14,34.05,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3072,Creative Project,5.95,79.3,3,4.36,1.04,5.9,7.77,1.27,2.3,1.32,0.0125,1.692,2.23,25.95,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3073,Fitness,6.5,22.9,6,9.03,-0.74,5.78,2.34,4.91,2.01,1.8,0.0418,0.582,7.66,19.37,Low,Overwhelm / Complexity,Break into 3 micro-tasks. Focus only on Step 1.,1
3074,Finance,9.66,210.2,3,4.33,1.78,2.13,1.69,4.65,5.31,2.95,0.0047,1.701,8.31,70.67,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3075,Career Choice,6.77,193.8,8,8.18,2.24,4.77,3.09,2.14,3.98,4.81,0.0051,1.456,6.91,54.06,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3076,Studying,1.48,218.6,4,7.98,4.56,2.54,5.54,0.9,6.03,4.63,0.0046,0.808,4.46,27.69,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3077,Creative Project,6.3,106.3,5,2.1,-2.69,9.74,8.21,1.04,2.99,4.96,0.0093,3.95,1.79,40.78,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3078,Finance,5.6,122.8,0,8.14,0.68,2.77,7.49,5.1,4.36,7.82,0.0081,0.0,2.51,14.47,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3079,Creative Project,1.5,119.2,7,7.23,-0.05,4.83,8.61,0.7,3.71,1.67,0.0083,1.939,1.39,24.3,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3080,Studying,7.02,77.7,10,3.87,-1.5,5.03,7.26,0.65,3.97,4.17,0.0127,6.13,2.74,60.26,High,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
3081,Health Checkup,2.27,353.6,2,1.45,-2.28,0.35,8.08,2.44,7.32,4.36,0.0028,1.71,1.92,56.46,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3082,Creative Project,4.17,152.8,9,3.31,-3.01,1.0,5.82,5.37,8.12,9.79,0.0065,6.021,4.18,86.35,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3083,Health Checkup,5.83,118.8,6,6.15,-2.28,7.74,6.21,5.52,3.39,1.96,0.0083,2.31,3.79,25.65,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3084,Creative Project,1.61,109.8,7,8.02,0.93,2.6,2.74,1.85,6.26,2.03,0.009,1.386,7.26,29.05,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3085,Fitness,1.96,191.7,1,5.54,3.77,6.15,6.5,5.64,6.77,2.93,0.0052,0.446,3.5,16.76,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3086,Studying,7.86,314.9,9,3.21,-0.52,9.53,2.89,2.01,5.53,6.71,0.0032,6.111,7.11,85.47,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3087,Fitness,1.8,261.7,0,8.7,-2.0,3.69,1.48,0.78,9.8,4.71,0.0038,0.0,8.52,45.82,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3088,Creative Project,2.45,68.8,5,9.18,-2.16,9.89,1.03,1.27,2.11,3.07,0.0143,0.41,8.97,4.18,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3089,Creative Project,3.26,142.4,11,7.26,-3.56,2.5,3.56,3.07,8.74,7.76,0.007,3.014,6.44,70.72,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3090,Studying,7.0,84.0,6,4.45,-4.38,9.52,6.62,2.21,9.34,5.25,0.0118,3.33,3.38,56.82,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3091,Fitness,7.49,19.0,0,8.16,-2.5,5.71,8.68,0.69,4.97,9.96,0.05,0.0,1.32,27.14,Low,Perfectionism,Set a 'good enough' threshold. Ship the draft.,0
3092,Career Choice,1.98,69.7,2,1.67,1.32,7.38,7.66,0.25,2.53,3.62,0.0141,1.666,2.34,14.48,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3093,Fitness,5.39,146.1,6,5.63,4.05,3.37,3.28,5.02,5.76,9.59,0.0068,2.622,6.72,55.43,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3094,Career Choice,3.43,70.4,10,2.77,-1.08,7.31,1.11,3.23,9.82,6.38,0.014,7.23,8.89,68.43,High,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
3095,Fitness,3.96,157.6,12,8.91,0.52,4.39,6.51,4.09,7.54,5.94,0.0063,1.308,3.49,58.22,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3096,Health Checkup,1.54,120.5,11,8.23,0.93,1.7,8.33,5.21,6.79,1.92,0.0082,1.947,1.67,27.47,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3097,Career Choice,2.44,213.0,9,3.43,-3.87,1.1,1.06,0.73,8.34,9.65,0.0047,5.913,8.94,97.68,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3098,Creative Project,7.33,329.0,9,2.71,-3.79,8.55,4.71,1.13,9.15,8.46,0.003,6.561,5.29,100.0,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3099,Creative Project,1.27,164.6,0,2.37,1.19,5.06,3.72,2.02,6.56,5.53,0.006,0.0,6.28,35.05,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3100,Health Checkup,4.52,133.2,4,5.89,1.91,1.47,2.68,4.85,2.12,6.96,0.0075,1.644,7.32,41.74,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3101,Finance,8.98,119.7,9,9.56,4.13,3.12,3.46,3.93,2.11,9.18,0.0083,0.396,6.54,59.43,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3102,Career Choice,2.72,55.0,1,6.04,-4.75,0.95,2.72,3.22,8.94,2.96,0.0179,0.396,7.28,37.98,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3103,Career Choice,4.62,320.5,12,2.54,4.65,2.9,5.89,5.62,9.76,7.55,0.0031,8.952,4.11,98.39,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3104,Studying,8.93,320.1,4,4.55,4.43,4.77,1.74,1.65,8.02,1.09,0.0031,2.18,8.26,80.76,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3105,Studying,3.82,342.1,12,8.93,-3.41,5.37,4.97,0.48,5.03,4.46,0.0029,1.284,5.03,62.66,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3106,Career Choice,7.95,226.2,11,2.78,4.93,9.34,6.95,4.57,5.44,7.35,0.0044,7.942,3.05,63.53,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3107,Finance,7.37,332.2,4,1.47,0.39,8.77,8.79,3.05,2.21,1.36,0.003,3.412,1.21,58.63,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3108,Creative Project,4.04,289.7,11,1.47,-2.59,2.19,1.32,4.8,8.69,1.17,0.0034,9.383,8.68,94.82,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3109,Creative Project,8.33,275.5,11,8.77,4.67,1.45,8.18,4.87,2.24,3.49,0.0036,1.353,1.82,51.78,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3110,Finance,4.12,323.2,6,7.7,1.66,5.32,7.04,3.66,5.37,8.6,0.0031,1.38,2.96,47.68,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3111,Creative Project,9.58,259.1,3,6.23,-1.81,1.85,6.0,0.84,5.96,8.16,0.0038,1.131,4.0,79.44,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3112,Health Checkup,6.19,331.4,10,2.73,1.71,1.66,8.51,3.41,4.84,1.19,0.003,7.27,1.49,72.4,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3113,Creative Project,9.27,100.4,10,8.89,-1.48,9.14,7.96,1.58,5.69,6.42,0.0099,1.11,2.04,50.86,Medium,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
3114,Health Checkup,3.12,299.6,11,4.84,0.79,1.87,1.73,1.35,3.25,7.36,0.0033,5.676,8.27,80.98,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3115,Creative Project,1.51,3.0,7,9.85,4.97,0.03,5.32,0.29,6.03,9.27,0.25,0.105,4.68,29.76,Low,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
3116,Career Choice,6.1,240.6,9,6.51,4.13,1.98,4.12,2.42,4.75,9.62,0.0041,3.141,5.88,76.39,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3117,Studying,7.92,87.1,0,8.31,4.12,3.58,6.5,4.98,5.97,7.66,0.0114,0.0,3.5,32.97,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3118,Career Choice,7.73,59.9,5,6.24,-1.63,1.96,8.61,1.34,1.31,3.95,0.0164,1.88,1.39,32.2,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3119,Fitness,4.16,35.6,6,2.87,1.89,1.1,7.73,5.56,1.9,6.37,0.0273,4.278,2.27,31.18,Medium,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
3120,Finance,3.78,39.6,3,9.8,3.07,4.29,4.62,2.29,6.45,9.49,0.0246,0.06,5.38,19.39,Low,Perfectionism,Set a 'good enough' threshold. Ship the draft.,1
3121,Career Choice,7.61,92.3,7,3.14,3.83,9.06,2.27,1.75,4.78,7.32,0.0107,4.802,7.73,59.7,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3122,Health Checkup,8.08,170.4,0,9.94,-3.01,9.56,7.11,1.49,8.43,2.01,0.0058,0.0,2.89,27.04,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3123,Health Checkup,1.72,23.5,12,8.86,3.16,6.54,6.13,1.57,9.5,3.76,0.0408,1.368,3.87,31.77,Medium,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
3124,Finance,7.68,310.9,5,8.9,4.54,1.2,9.13,2.79,3.85,6.23,0.0032,0.55,0.87,58.32,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3125,Studying,7.82,182.0,3,1.63,-1.94,8.41,2.85,5.95,1.95,1.15,0.0055,2.511,7.15,50.83,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3126,Health Checkup,5.53,59.5,3,1.48,-0.68,7.67,8.03,3.59,3.33,8.47,0.0165,2.556,1.97,35.94,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3127,Fitness,3.11,338.7,1,5.58,-4.81,7.05,3.68,5.72,7.44,7.1,0.0029,0.442,6.32,67.74,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3128,Fitness,2.16,183.0,4,1.68,-2.47,5.44,5.03,1.02,3.36,4.8,0.0054,3.328,4.97,41.5,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3129,Finance,6.71,172.0,7,6.77,1.32,1.84,1.58,3.52,6.17,8.76,0.0058,2.261,8.42,68.71,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3130,Fitness,2.89,47.3,0,3.52,1.44,6.64,3.3,4.41,3.76,2.17,0.0207,0.0,6.7,21.59,Low,Ambiguity / Unclear Next Step,Write the very next physical action in one sentence.,1
3131,Fitness,4.7,24.7,0,8.24,-2.06,3.95,1.59,3.87,1.99,2.1,0.0389,0.0,8.41,20.33,Low,Overwhelm / Complexity,Break into 3 micro-tasks. Focus only on Step 1.,0
3132,Career Choice,4.3,350.4,7,6.14,-3.67,7.21,7.84,5.99,7.16,2.15,0.0028,2.702,2.16,52.74,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3133,Studying,6.37,130.8,12,8.75,1.92,1.3,1.77,2.42,8.03,7.4,0.0076,1.5,8.23,67.4,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3134,Health Checkup,9.02,204.4,9,5.99,2.15,9.06,8.41,3.07,5.29,4.94,0.0049,3.609,1.59,54.5,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3135,Career Choice,8.78,79.9,7,5.18,-4.24,7.9,6.46,0.73,9.74,3.01,0.0124,3.374,3.54,72.7,High,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
3136,Finance,6.79,292.1,0,3.5,-0.23,0.39,4.25,3.62,3.87,7.65,0.0034,0.0,5.75,62.74,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3137,Finance,9.36,295.2,1,6.81,2.9,8.28,3.01,0.9,6.0,7.17,0.0034,0.319,6.99,65.05,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3138,Finance,9.66,211.5,6,8.01,2.28,0.4,6.64,4.82,4.13,5.36,0.0047,1.194,3.36,58.98,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3139,Career Choice,5.59,226.4,9,1.95,4.84,6.38,3.15,2.5,2.26,4.26,0.0044,7.245,6.85,59.61,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3140,Career Choice,8.45,219.5,12,3.12,-3.17,0.81,6.07,1.7,9.49,3.05,0.0045,8.256,3.93,100.0,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3141,Career Choice,8.63,327.2,0,2.26,-4.45,4.68,6.71,4.66,2.77,6.03,0.003,0.0,3.29,71.86,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3142,Career Choice,2.67,250.8,5,4.23,1.49,7.19,7.8,4.12,3.4,9.43,0.004,2.885,2.2,36.54,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3143,Fitness,5.05,342.8,8,7.37,1.78,4.56,7.29,3.14,5.73,9.75,0.0029,2.104,2.71,68.25,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3144,Health Checkup,9.34,60.5,11,9.08,-3.65,9.73,1.95,5.57,7.66,5.1,0.0163,1.012,8.05,64.15,High,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
3145,Studying,7.11,3.8,4,1.19,2.56,3.1,7.84,0.64,2.12,2.56,0.2083,3.524,2.16,42.18,Medium,Overwhelm / Complexity,Break into 3 micro-tasks. Focus only on Step 1.,0
3146,Finance,1.95,162.2,10,5.43,1.93,8.93,3.52,5.67,1.21,7.25,0.0061,4.57,6.48,37.07,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3147,Career Choice,5.97,149.5,1,5.7,-2.43,2.73,9.64,0.97,3.63,8.41,0.0066,0.43,0.36,33.65,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3148,Finance,1.53,94.8,8,4.73,-4.18,8.05,9.82,3.14,5.2,1.12,0.0104,4.216,0.18,22.61,Low,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
3149,Studying,2.41,169.4,0,7.24,1.6,2.24,7.79,2.92,2.21,8.56,0.0059,0.0,2.21,13.79,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3150,Creative Project,4.81,193.7,9,8.87,1.57,2.56,8.3,4.16,7.79,6.75,0.0051,1.017,1.7,45.99,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3151,Fitness,3.35,350.6,8,9.84,3.03,4.42,6.35,4.51,9.4,6.16,0.0028,0.128,3.65,55.42,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
3152,Career Choice,4.64,209.6,4,5.2,-2.17,5.27,1.95,5.63,2.72,1.84,0.0047,1.92,8.05,52.01,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
3153,Finance,7.91,105.6,2,3.23,3.14,9.22,7.2,4.94,1.87,8.08,0.0094,1.354,2.8,39.25,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
